0:0:0:0:0:0:0:1 - - [16/Aug/2020:20:47:33 +0530] "GET /BookStoreWebsite/view_category?id=4 HTTP/1.1" 200 100470
0:0:0:0:0:0:0:1 - - [16/Aug/2020:20:47:33 +0530] "GET /css/style.css HTTP/1.1" 404 726
0:0:0:0:0:0:0:1 - - [16/Aug/2020:20:47:35 +0530] "GET /BookStoreWebsite/view_category?id=11 HTTP/1.1" 200 3065
0:0:0:0:0:0:0:1 - - [16/Aug/2020:20:47:35 +0530] "GET /css/style.css HTTP/1.1" 404 726
0:0:0:0:0:0:0:1 - - [16/Aug/2020:20:47:37 +0530] "GET /BookStoreWebsite/view_category?id=4 HTTP/1.1" 200 100470
0:0:0:0:0:0:0:1 - - [16/Aug/2020:20:47:37 +0530] "GET /css/style.css HTTP/1.1" 404 726
0:0:0:0:0:0:0:1 - - [16/Aug/2020:20:47:40 +0530] "GET /BookStoreWebsite/view_category?id=26 HTTP/1.1" 200 80384
0:0:0:0:0:0:0:1 - - [16/Aug/2020:20:47:40 +0530] "GET /css/style.css HTTP/1.1" 404 726
0:0:0:0:0:0:0:1 - - [16/Aug/2020:20:48:16 +0530] "GET /BookStoreWebsite/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Aug/2020:20:48:16 +0530] "GET /BookStoreWebsite HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Aug/2020:20:48:16 +0530] "GET /BookStoreWebsite/ HTTP/1.1" 200 961662
0:0:0:0:0:0:0:1 - - [16/Aug/2020:20:48:16 +0530] "GET /css/style.css HTTP/1.1" 404 726
